10000,,,,,,,,,,,,,,,,,,,,,,,
No.,Channel Reserved,,Dropped Call,,Blocked Call,Channel Reserved,,Dropped Call,,Blocked Call,,,,,,,,,,,,,
0,0,0.0052,52,0.003,30,1,0.0029,29,0.0103,103,37.7294,,,,,,,,,,,,
1,0,0.0067,67,0.005,50,1,0.0038,38,0.0121,121,61.3324,,,,Scheme,average No. of dropped call,average No. of blocked call,standard deviation of No. of dropped call,standard deviation of No. of blocked call,average % of dropped call rate,average % of blocked call rate,"standard
deviation
% Drop Call
Rate","standard
deviation
% Block Call
Rate"
962,0,0.0055,55,0.0028,28,1,0.0026,26,0.0107,107,,,,,,,,,,,,,
963,0,0.0056,56,0.0036,36,1,0.0028,28,0.0114,114,,,,,,,,,,,,,
964,0,0.0064,64,0.0045,45,1,0.0029,29,0.014,140,,,,,,,,,,,,,
965,0,0.0053,53,0.003,30,1,0.0026,26,0.0101,101,,,,,,,,,,,,,
966,0,0.0058,58,0.005,50,1,0.0033,33,0.0113,113,,,,,,,,,,,,,
967,0,0.0058,58,0.0039,39,1,0.003,30,0.0108,108,,,,,,,,,,,,,
968,0,0.0068,68,0.0033,33,1,0.0041,41,0.0127,127,,,,,,,,,,,,,
969,0,0.0079,79,0.0034,34,1,0.0048,48,0.0114,114,,,,,,,,,,,,,
970,0,0.0066,66,0.0023,23,1,0.0036,36,0.011,110,,,,,,,,,,,,,
971,0,0.0055,55,0.0031,31,1,0.0029,29,0.0115,115,,,,,,,,,,,,,
972,0,0.0056,56,0.0046,46,1,0.0031,31,0.0128,128,,,,,,,,,,,,,
973,0,0.0051,51,0.0032,32,1,0.0033,33,0.0108,108,,,,,,,,,,,,,
974,0,0.0056,56,0.0031,31,1,0.0031,31,0.01,100,,,,,,,,,,,,,
975,0,0.007,70,0.0033,33,1,0.004,40,0.0118,118,,,,,,,,,,,,,
976,0,0.0056,56,0.003,30,1,0.0029,29,0.0106,106,,,,,,,,,,,,,
977,0,0.0071,71,0.0046,46,1,0.0038,38,0.0136,136,,,,,,,,,,,,,
978,0,0.0068,68,0.0044,44,1,0.0041,41,0.0125,125,,,,,,,,,,,,,
979,0,0.0077,77,0.0043,43,1,0.0051,51,0.0118,118,,,,,,,,,,,,,
980,0,0.0049,49,0.0042,42,1,0.0027,27,0.012,120,,,,,,,,,,,,,
981,0,0.0074,74,0.0042,42,1,0.0036,36,0.0134,134,,,,,,,,,,,,,
982,0,0.0049,49,0.0041,41,1,0.0022,22,0.0134,134,,,,,,,,,,,,,
983,0,0.007,70,0.0034,34,1,0.0034,34,0.0131,131,,,,,,,,,,,,,
984,0,0.0057,57,0.003,30,1,0.0028,28,0.0095,95,,,,,,,,,,,,,
985,0,0.0062,62,0.003,30,1,0.0033,33,0.0106,106,,,,,,,,,,,,,
986,0,0.0076,76,0.0045,45,1,0.0041,41,0.0128,128,,,,,,,,,,,,,
987,0,0.0052,52,0.003,30,1,0.0024,24,0.0112,112,,,,,,,,,,,,,
988,0,0.0046,46,0.0036,36,1,0.0021,21,0.0121,121,,,,,,,,,,,,,
989,0,0.0046,46,0.0046,46,1,0.0022,22,0.0118,118,,,,,,,,,,,,,
990,0,0.0076,76,0.0038,38,1,0.0039,39,0.0112,112,,,,,,,,,,,,,
991,0,0.0061,61,0.0045,45,1,0.0041,41,0.0128,128,,,,,,,,,,,,,
992,0,0.0047,47,0.0037,37,1,0.0023,23,0.0104,104,,,,,,,,,,,,,
993,0,0.0066,66,0.0038,38,1,0.0038,38,0.0113,113,,,,,,,,,,,,,
994,0,0.0066,66,0.004,40,1,0.004,40,0.0117,117,,,,,,,,,,,,,
995,0,0.0063,63,0.0041,41,1,0.0029,29,0.0135,135,,,,,,,,,,,,,
996,0,0.0072,72,0.0033,33,1,0.0041,41,0.0119,119,,,,,,,,,,,,,
997,0,0.0061,61,0.0046,46,1,0.0041,41,0.012,120,,,,,,,,,,,,,
998,0,0.0051,51,0.0031,31,1,0.0026,26,0.0097,97,,,,,,,,,,,,,
999,0,0.0077,77,0.0043,43,1,0.0045,45,0.0132,132,,,,,,,,,,,,,
1000,0,0.0062,62,0.0046,46,1,0.0035,35,0.0128,128,,,,,,,,,,,,,
1001,0,0.0071,71,0.0044,44,1,0.0038,38,0.0129,129,,,,,,,,,,,,,
1002,0,0.0073,73,0.0054,54,1,0.0035,35,0.0138,138,,,,,,,,,,,,,
1003,0,0.0079,79,0.0047,47,1,0.0036,36,0.0141,141,,,,,,,,,,,,,
1004,0,0.006,60,0.0035,35,1,0.0029,29,0.0123,123,,,,,,,,,,,,,
1005,0,0.0078,78,0.004,40,1,0.0031,31,0.0157,157,,,,,,,,,,,,,
1006,0,0.0078,78,0.0034,34,1,0.0039,39,0.0124,124,,,,,,,,,,,,,
1007,0,0.0057,57,0.0031,31,1,0.0025,25,0.0105,105,,,,,,,,,,,,,
1008,0,0.0059,59,0.0043,43,1,0.0024,24,0.0126,126,,,,,,,,,,,,,
1009,0,0.0084,84,0.003,30,1,0.0044,44,0.0123,123,,,,,,,,,,,,,
1010,0,0.0062,62,0.0032,32,1,0.0028,28,0.0117,117,,,,,,,,,,,,,
1011,0,0.0075,75,0.0035,35,1,0.0036,36,0.0116,116,,,,,,,,,,,,,
1012,0,0.0057,57,0.0039,39,1,0.0027,27,0.0113,113,,,,,,,,,,,,,
1013,0,0.0076,76,0.0043,43,1,0.0045,45,0.0129,129,,,,,,,,,,,,,
1014,0,0.0052,52,0.004,40,1,0.0033,33,0.0106,106,,,,,,,,,,,,,
1015,0,0.0054,54,0.0037,37,1,0.0028,28,0.0105,105,,,,,,,,,,,,,
1016,0,0.0075,75,0.0036,36,1,0.0036,36,0.0125,125,,,,,,,,,,,,,
1017,0,0.0074,74,0.0036,36,1,0.0038,38,0.0117,117,,,,,,,,,,,,,
1018,0,0.0066,66,0.005,50,1,0.0036,36,0.013,130,,,,,,,,,,,,,
1019,0,0.0059,59,0.0034,34,1,0.0036,36,0.011,110,,,,,,,,,,,,,
1020,0,0.0053,53,0.0024,24,1,0.0032,32,0.0095,95,,,,,,,,,,,,,
1021,0,0.0053,53,0.0021,21,1,0.0031,31,0.009,90,,,,,,,,,,,,,
1022,0,0.0052,52,0.002,20,1,0.0029,29,0.0097,97,,,,,,,,,,,,,
1023,0,0.0057,57,0.004,40,1,0.0027,27,0.0128,128,,,,,,,,,,,,,
1024,0,0.0056,56,0.0041,41,1,0.0028,28,0.0124,124,,,,,,,,,,,,,
1025,0,0.0034,34,0.002,20,1,0.0025,25,0.0066,66,,,,,,,,,,,,,
1026,0,0.0065,65,0.0034,34,1,0.0034,34,0.0137,137,,,,,,,,,,,,,
1027,0,0.0045,45,0.003,30,1,0.0023,23,0.0105,105,,,,,,,,,,,,,
1028,0,0.007,70,0.0027,27,1,0.004,40,0.0105,105,,,,,,,,,,,,,
1029,0,0.0048,48,0.003,30,1,0.0028,28,0.0106,106,,,,,,,,,,,,,
1030,0,0.0071,71,0.0032,32,1,0.0031,31,0.0125,125,,,,,,,,,,,,,
1031,0,0.005,50,0.0043,43,1,0.003,30,0.0118,118,,,,,,,,,,,,,
1032,0,0.0038,38,0.0037,37,1,0.002,20,0.0098,98,,,,,,,,,,,,,
1033,0,0.006,60,0.0026,26,1,0.0036,36,0.0091,91,,,,,,,,,,,,,
1034,0,0.0053,53,0.003,30,1,0.0021,21,0.0113,113,,,,,,,,,,,,,
1035,0,0.0047,47,0.0034,34,1,0.0022,22,0.0109,109,,,,,,,,,,,,,
1036,0,0.0067,67,0.0044,44,1,0.0031,31,0.0144,144,,,,,,,,,,,,,
1037,0,0.0058,58,0.0048,48,1,0.0027,27,0.0125,125,,,,,,,,,,,,,
1038,0,0.0047,47,0.0029,29,1,0.0025,25,0.0101,101,,,,,,,,,,,,,
1039,0,0.0064,64,0.0039,39,1,0.0041,41,0.0117,117,,,,,,,,,,,,,
1040,0,0.0083,83,0.0051,51,1,0.0046,46,0.013,130,,,,,,,,,,,,,
1041,0,0.0045,45,0.0022,22,1,0.0027,27,0.0091,91,,,,,,,,,,,,,
1042,0,0.0057,57,0.0027,27,1,0.0034,34,0.0107,107,,,,,,,,,,,,,
1043,0,0.0077,77,0.006,60,1,0.0041,41,0.0136,136,,,,,,,,,,,,,
1044,0,0.0053,53,0.0027,27,1,0.0031,31,0.0096,96,,,,,,,,,,,,,
1045,0,0.0045,45,0.0031,31,1,0.0029,29,0.0109,109,,,,,,,,,,,,,
1046,0,0.0078,78,0.0061,61,1,0.0049,49,0.0153,153,,,,,,,,,,,,,
1047,0,0.0054,54,0.0037,37,1,0.0028,28,0.0109,109,,,,,,,,,,,,,
1048,0,0.0067,67,0.0037,37,1,0.0038,38,0.0125,125,,,,,,,,,,,,,
1049,0,0.0075,75,0.0044,44,1,0.0047,47,0.0127,127,,,,,,,,,,,,,
1050,0,0.0059,59,0.004,40,1,0.0028,28,0.0128,128,,,,,,,,,,,,,
1051,0,0.0077,77,0.0038,38,1,0.0039,39,0.0138,138,,,,,,,,,,,,,
1052,0,0.0061,61,0.0034,34,1,0.003,30,0.0115,115,,,,,,,,,,,,,
1053,0,0.0048,48,0.0026,26,1,0.0026,26,0.0095,95,,,,,,,,,,,,,
1054,0,0.0058,58,0.0039,39,1,0.003,30,0.0108,108,,,,,,,,,,,,,
1055,0,0.0084,84,0.0058,58,1,0.0042,42,0.014,140,,,,,,,,,,,,,
1056,0,0.0059,59,0.0044,44,1,0.0028,28,0.0121,121,,,,,,,,,,,,,
1057,0,0.006,60,0.0035,35,1,0.0035,35,0.0108,108,,,,,,,,,,,,,
1058,0,0.0044,44,0.0035,35,1,0.0026,26,0.0099,99,,,,,,,,,,,,,
1059,0,0.0038,38,0.0046,46,1,0.0015,15,0.0121,121,,,,,,,,,,,,,
1060,0,0.0069,69,0.0037,37,1,0.0034,34,0.0121,121,,,,,,,,,,,,,
1061,0,0.0055,55,0.0043,43,1,0.0033,33,0.0116,116,,,,,,,,,,,,,
1062,0,0.0065,65,0.003,30,1,0.0041,41,0.0116,116,,,,,,,,,,,,,
1063,0,0.0046,46,0.0023,23,1,0.0023,23,0.0092,92,,,,,,,,,,,,,
1064,0,0.0057,57,0.0043,43,1,0.0035,35,0.0112,112,,,,,,,,,,,,,
1065,0,0.0056,56,0.0024,24,1,0.0031,31,0.0096,96,,,,,,,,,,,,,
1066,0,0.0042,42,0.003,30,1,0.002,20,0.0098,98,,,,,,,,,,,,,
1067,0,0.0052,52,0.0034,34,1,0.0019,19,0.0116,116,,,,,,,,,,,,,
1068,0,0.006,60,0.0037,37,1,0.0044,44,0.0098,98,,,,,,,,,,,,,
1069,0,0.0073,73,0.0049,49,1,0.0042,42,0.0136,136,,,,,,,,,,,,,
1070,0,0.0077,77,0.0034,34,1,0.0035,35,0.011,110,,,,,,,,,,,,,
1071,0,0.0068,68,0.004,40,1,0.0042,42,0.0116,116,,,,,,,,,,,,,
1072,0,0.0057,57,0.0038,38,1,0.0031,31,0.0118,118,,,,,,,,,,,,,
1073,0,0.0063,63,0.0031,31,1,0.0029,29,0.011,110,,,,,,,,,,,,,
1074,0,0.0063,63,0.0033,33,1,0.0027,27,0.0116,116,,,,,,,,,,,,,
1075,0,0.0058,58,0.0037,37,1,0.0034,34,0.0116,116,,,,,,,,,,,,,
1076,0,0.0064,64,0.0035,35,1,0.0038,38,0.012,120,,,,,,,,,,,,,
1077,0,0.0068,68,0.0032,32,1,0.003,30,0.0117,117,,,,,,,,,,,,,
1078,0,0.0059,59,0.0048,48,1,0.0035,35,0.0132,132,,,,,,,,,,,,,
1079,0,0.0059,59,0.0048,48,1,0.0025,25,0.0129,129,,,,,,,,,,,,,
1080,0,0.0057,57,0.0034,34,1,0.0036,36,0.0111,111,,,,,,,,,,,,,
1081,0,0.0044,44,0.0021,21,1,0.0021,21,0.0091,91,,,,,,,,,,,,,
1082,0,0.0067,67,0.0044,44,1,0.0034,34,0.0134,134,,,,,,,,,,,,,
1083,0,0.0063,63,0.0036,36,1,0.0036,36,0.0122,122,,,,,,,,,,,,,
1084,0,0.0069,69,0.0059,59,1,0.0034,34,0.0149,149,,,,,,,,,,,,,
1085,0,0.005,50,0.0038,38,1,0.0025,25,0.0111,111,,,,,,,,,,,,,
1086,0,0.0058,58,0.0039,39,1,0.0036,36,0.0108,108,,,,,,,,,,,,,
1087,0,0.0065,65,0.0034,34,1,0.0035,35,0.011,110,,,,,,,,,,,,,
1088,0,0.008,80,0.0045,45,1,0.004,40,0.0131,131,,,,,,,,,,,,,
1089,0,0.0056,56,0.0026,26,1,0.0037,37,0.0107,107,,,,,,,,,,,,,
1090,0,0.0057,57,0.0056,56,1,0.0026,26,0.0142,142,,,,,,,,,,,,,
1091,0,0.0072,72,0.005,50,1,0.004,40,0.0147,147,,,,,,,,,,,,,
1092,0,0.0033,33,0.002,20,1,0.0013,13,0.0087,87,,,,,,,,,,,,,
1093,0,0.0062,62,0.0028,28,1,0.0031,31,0.0113,113,,,,,,,,,,,,,
1094,0,0.0069,69,0.0051,51,1,0.0042,42,0.0125,125,,,,,,,,,,,,,
1095,0,0.0068,68,0.0036,36,1,0.0037,37,0.0103,103,,,,,,,,,,,,,
1096,0,0.0067,67,0.0047,47,1,0.0034,34,0.0135,135,,,,,,,,,,,,,
1097,0,0.0061,61,0.0033,33,1,0.0029,29,0.0108,108,,,,,,,,,,,,,
1098,0,0.0058,58,0.0038,38,1,0.0031,31,0.0125,125,,,,,,,,,,,,,
1099,0,0.0058,58,0.0036,36,1,0.0033,33,0.0115,115,,,,,,,,,,,,,
1100,0,0.0065,65,0.0044,44,1,0.0032,32,0.0125,125,,,,,,,,,,,,,
1101,0,0.0049,49,0.0031,31,1,0.0031,31,0.0107,107,,,,,,,,,,,,,
1102,0,0.0066,66,0.0032,32,1,0.0038,38,0.011,110,,,,,,,,,,,,,
1103,0,0.0063,63,0.0042,42,1,0.0038,38,0.0107,107,,,,,,,,,,,,,
1104,0,0.0058,58,0.0042,42,1,0.0027,27,0.0119,119,,,,,,,,,,,,,
1105,0,0.0065,65,0.0048,48,1,0.0037,37,0.0129,129,,,,,,,,,,,,,
1106,0,0.0062,62,0.0033,33,1,0.0028,28,0.0114,114,,,,,,,,,,,,,
1107,0,0.0045,45,0.0032,32,1,0.0023,23,0.0103,103,,,,,,,,,,,,,
1108,0,0.0067,67,0.0041,41,1,0.0034,34,0.0121,121,,,,,,,,,,,,,
1109,0,0.006,60,0.0026,26,1,0.0033,33,0.0094,94,,,,,,,,,,,,,
1110,0,0.0065,65,0.004,40,1,0.0031,31,0.0115,115,,,,,,,,,,,,,
1111,0,0.0058,58,0.0034,34,1,0.0036,36,0.0098,98,,,,,,,,,,,,,
1112,0,0.0064,64,0.0043,43,1,0.0043,43,0.0118,118,,,,,,,,,,,,,
1113,0,0.0071,71,0.0055,55,1,0.0037,37,0.0137,137,,,,,,,,,,,,,
1114,0,0.0055,55,0.0033,33,1,0.0031,31,0.0112,112,,,,,,,,,,,,,
1115,0,0.005,50,0.0043,43,1,0.0024,24,0.0116,116,,,,,,,,,,,,,
1116,0,0.0054,54,0.0039,39,1,0.0022,22,0.014,140,,,,,,,,,,,,,
1117,0,0.0075,75,0.0043,43,1,0.0041,41,0.0141,141,,,,,,,,,,,,,
1118,0,0.0046,46,0.004,40,1,0.0025,25,0.0118,118,,,,,,,,,,,,,
1119,0,0.0082,82,0.0039,39,1,0.0031,31,0.0126,126,,,,,,,,,,,,,
1120,0,0.0061,61,0.0043,43,1,0.0028,28,0.0128,128,,,,,,,,,,,,,
1121,0,0.0072,72,0.0035,35,1,0.0041,41,0.0111,111,,,,,,,,,,,,,
1122,0,0.0059,59,0.004,40,1,0.003,30,0.0115,115,,,,,,,,,,,,,
1123,0,0.0063,63,0.0038,38,1,0.0031,31,0.0111,111,,,,,,,,,,,,,
1124,0,0.006,60,0.0034,34,1,0.0037,37,0.0099,99,,,,,,,,,,,,,
1125,0,0.0061,61,0.0035,35,1,0.0027,27,0.012,120,,,,,,,,,,,,,
1126,0,0.006,60,0.0042,42,1,0.0034,34,0.0122,122,,,,,,,,,,,,,
1127,0,0.0057,57,0.0033,33,1,0.0025,25,0.0121,121,,,,,,,,,,,,,
1128,0,0.0073,73,0.0039,39,1,0.0044,44,0.0116,116,,,,,,,,,,,,,
1129,0,0.0057,57,0.0038,38,1,0.003,30,0.0116,116,,,,,,,,,,,,,
1130,0,0.0085,85,0.0035,35,1,0.0045,45,0.012,120,,,,,,,,,,,,,
1131,0,0.0069,69,0.004,40,1,0.0031,31,0.0116,116,,,,,,,,,,,,,
1132,0,0.0064,64,0.0035,35,1,0.0033,33,0.0115,115,,,,,,,,,,,,,
1133,0,0.0056,56,0.0027,27,1,0.0024,24,0.0112,112,,,,,,,,,,,,,
1134,0,0.0066,66,0.0045,45,1,0.0037,37,0.0118,118,,,,,,,,,,,,,
1135,0,0.0068,68,0.0028,28,1,0.0041,41,0.01,100,,,,,,,,,,,,,
1136,0,0.0053,53,0.0044,44,1,0.0032,32,0.0111,111,,,,,,,,,,,,,
1137,0,0.0075,75,0.0039,39,1,0.0036,36,0.0125,125,,,,,,,,,,,,,
1138,0,0.0075,75,0.0035,35,1,0.004,40,0.0118,118,,,,,,,,,,,,,
1139,0,0.005,50,0.0043,43,1,0.0023,23,0.0121,121,,,,,,,,,,,,,
1140,0,0.0056,56,0.0032,32,1,0.0032,32,0.0112,112,,,,,,,,,,,,,
1141,0,0.0064,64,0.0026,26,1,0.003,30,0.0107,107,,,,,,,,,,,,,
1142,0,0.007,70,0.0037,37,1,0.0038,38,0.012,120,,,,,,,,,,,,,
1143,0,0.0055,55,0.0044,44,1,0.003,30,0.0118,118,,,,,,,,,,,,,
1144,0,0.0071,71,0.0035,35,1,0.0038,38,0.0111,111,,,,,,,,,,,,,
1145,0,0.0079,79,0.0042,42,1,0.0037,37,0.0136,136,,,,,,,,,,,,,
1146,0,0.0055,55,0.0031,31,1,0.0021,21,0.011,110,,,,,,,,,,,,,
1147,0,0.0054,54,0.0045,45,1,0.0031,31,0.0136,136,,,,,,,,,,,,,
1148,0,0.0057,57,0.0043,43,1,0.0033,33,0.0119,119,,,,,,,,,,,,,
1149,0,0.0059,59,0.0049,49,1,0.0032,32,0.0125,125,,,,,,,,,,,,,
1150,0,0.007,70,0.0057,57,1,0.0035,35,0.0149,149,,,,,,,,,,,,,
1151,0,0.0063,63,0.0041,41,1,0.0034,34,0.0132,132,,,,,,,,,,,,,
1152,0,0.0069,69,0.0044,44,1,0.0033,33,0.0146,146,,,,,,,,,,,,,
1153,0,0.0075,75,0.0038,38,1,0.0044,44,0.012,120,,,,,,,,,,,,,
1154,0,0.0066,66,0.0035,35,1,0.0026,26,0.0127,127,,,,,,,,,,,,,
1155,0,0.0055,55,0.0028,28,1,0.003,30,0.0102,102,,,,,,,,,,,,,
1156,0,0.0075,75,0.0032,32,1,0.0043,43,0.0116,116,,,,,,,,,,,,,
1157,0,0.0057,57,0.0034,34,1,0.0032,32,0.0116,116,,,,,,,,,,,,,
1158,0,0.0054,54,0.0039,39,1,0.0033,33,0.0129,129,,,,,,,,,,,,,
1159,0,0.0064,64,0.0042,42,1,0.0034,34,0.0124,124,,,,,,,,,,,,,
1160,0,0.0064,64,0.0034,34,1,0.0037,37,0.0106,106,,,,,,,,,,,,,
1161,0,0.007,70,0.0042,42,1,0.0041,41,0.0137,137,,,,,,,,,,,,,
1162,0,0.0062,62,0.003,30,1,0.0031,31,0.0122,122,,,,,,,,,,,,,
1163,0,0.0055,55,0.0032,32,1,0.0023,23,0.0112,112,,,,,,,,,,,,,
1164,0,0.0071,71,0.0045,45,1,0.0034,34,0.0111,111,,,,,,,,,,,,,
1165,0,0.0044,44,0.0038,38,1,0.0016,16,0.0115,115,,,,,,,,,,,,,
1166,0,0.0081,81,0.0041,41,1,0.0041,41,0.0137,137,,,,,,,,,,,,,
1167,0,0.0054,54,0.0036,36,1,0.0032,32,0.0106,106,,,,,,,,,,,,,
1168,0,0.005,50,0.0043,43,1,0.0028,28,0.0119,119,,,,,,,,,,,,,
1169,0,0.005,50,0.0036,36,1,0.0025,25,0.0125,125,,,,,,,,,,,,,
1170,0,0.0059,59,0.0036,36,1,0.0036,36,0.0112,112,,,,,,,,,,,,,
1171,0,0.0076,76,0.0042,42,1,0.0038,38,0.0129,129,,,,,,,,,,,,,
1172,0,0.0074,74,0.004,40,1,0.0042,42,0.0112,112,,,,,,,,,,,,,
1173,0,0.0082,82,0.005,50,1,0.0036,36,0.0153,153,,,,,,,,,,,,,
1174,0,0.0075,75,0.0043,43,1,0.0043,43,0.014,140,,,,,,,,,,,,,
1175,0,0.0066,66,0.0046,46,1,0.0028,28,0.0128,128,,,,,,,,,,,,,
1176,0,0.0081,81,0.0041,41,1,0.004,40,0.0131,131,,,,,,,,,,,,,
1177,0,0.005,50,0.0035,35,1,0.002,20,0.0108,108,,,,,,,,,,,,,
1178,0,0.0054,54,0.0041,41,1,0.0025,25,0.0131,131,,,,,,,,,,,,,
1179,0,0.0068,68,0.0051,51,1,0.0031,31,0.0141,141,,,,,,,,,,,,,
1180,0,0.0053,53,0.0038,38,1,0.0022,22,0.0123,123,,,,,,,,,,,,,
1181,0,0.0066,66,0.0034,34,1,0.0035,35,0.0116,116,,,,,,,,,,,,,
1182,0,0.0071,71,0.0035,35,1,0.0032,32,0.013,130,,,,,,,,,,,,,
1183,0,0.0082,82,0.0038,38,1,0.0039,39,0.0121,121,,,,,,,,,,,,,
1184,0,0.0066,66,0.0033,33,1,0.0037,37,0.0107,107,,,,,,,,,,,,,
1185,0,0.0051,51,0.0038,38,1,0.0028,28,0.0098,98,,,,,,,,,,,,,
1186,0,0.0068,68,0.005,50,1,0.0036,36,0.0132,132,,,,,,,,,,,,,
1187,0,0.0051,51,0.0033,33,1,0.0025,25,0.0102,102,,,,,,,,,,,,,
1188,0,0.0049,49,0.0034,34,1,0.0025,25,0.0109,109,,,,,,,,,,,,,
1189,0,0.0053,53,0.0044,44,1,0.0026,26,0.0135,135,,,,,,,,,,,,,
1190,0,0.0042,42,0.0028,28,1,0.0024,24,0.0103,103,,,,,,,,,,,,,
1191,0,0.0071,71,0.0043,43,1,0.0033,33,0.0119,119,,,,,,,,,,,,,
1192,0,0.007,70,0.0027,27,1,0.0041,41,0.0115,115,,,,,,,,,,,,,
1193,0,0.0076,76,0.0039,39,1,0.0035,35,0.014,140,,,,,,,,,,,,,
1194,0,0.0066,66,0.0038,38,1,0.0035,35,0.0125,125,,,,,,,,,,,,,
1195,0,0.0058,58,0.0037,37,1,0.0027,27,0.0116,116,,,,,,,,,,,,,
1196,0,0.0058,58,0.0039,39,1,0.0029,29,0.0123,123,,,,,,,,,,,,,
1197,0,0.0057,57,0.0038,38,1,0.0034,34,0.0112,112,,,,,,,,,,,,,
1198,0,0.0039,39,0.0024,24,1,0.002,20,0.0089,89,,,,,,,,,,,,,
1199,0,0.0062,62,0.0027,27,1,0.0035,35,0.0104,104,,,,,,,,,,,,,
1200,0,0.0055,55,0.0045,45,1,0.0029,29,0.0126,126,,,,,,,,,,,,,
1201,0,0.0074,74,0.0044,44,1,0.0044,44,0.0109,109,,,,,,,,,,,,,
1202,0,0.0081,81,0.0044,44,1,0.0044,44,0.0129,129,,,,,,,,,,,,,
1203,0,0.0077,77,0.003,30,1,0.0051,51,0.0111,111,,,,,,,,,,,,,
1204,0,0.0058,58,0.0035,35,1,0.0029,29,0.0119,119,,,,,,,,,,,,,
1205,0,0.0048,48,0.0037,37,1,0.0025,25,0.0121,121,,,,,,,,,,,,,
1206,0,0.0058,58,0.0041,41,1,0.0029,29,0.0127,127,,,,,,,,,,,,,
1207,0,0.0053,53,0.0044,44,1,0.0031,31,0.0132,132,,,,,,,,,,,,,
1208,0,0.0079,79,0.0049,49,1,0.0046,46,0.0139,139,,,,,,,,,,,,,
1209,0,0.0049,49,0.0029,29,1,0.0025,25,0.0101,101,,,,,,,,,,,,,
1210,0,0.006,60,0.003,30,1,0.003,30,0.0105,105,,,,,,,,,,,,,
1211,0,0.0061,61,0.0044,44,1,0.0031,31,0.0134,134,,,,,,,,,,,,,
1212,0,0.0058,58,0.0038,38,1,0.0023,23,0.013,130,,,,,,,,,,,,,
1213,0,0.0074,74,0.0049,49,1,0.004,40,0.015,150,,,,,,,,,,,,,
1214,0,0.0057,57,0.0036,36,1,0.003,30,0.0113,113,,,,,,,,,,,,,
1215,0,0.0078,78,0.0037,37,1,0.004,40,0.013,130,,,,,,,,,,,,,
1216,0,0.0054,54,0.0051,51,1,0.0032,32,0.0126,126,,,,,,,,,,,,,
1217,0,0.0064,64,0.0051,51,1,0.0029,29,0.0139,139,,,,,,,,,,,,,
1218,0,0.0053,53,0.0028,28,1,0.0033,33,0.009,90,,,,,,,,,,,,,
1219,0,0.0046,46,0.0041,41,1,0.0018,18,0.0118,118,,,,,,,,,,,,,
1220,0,0.0069,69,0.0046,46,1,0.0033,33,0.0154,154,,,,,,,,,,,,,
1221,0,0.0055,55,0.0035,35,1,0.0023,23,0.0108,108,,,,,,,,,,,,,
1222,0,0.0058,58,0.0044,44,1,0.0033,33,0.0122,122,,,,,,,,,,,,,
1223,0,0.0075,75,0.004,40,1,0.0045,45,0.0135,135,,,,,,,,,,,,,
1224,0,0.007,70,0.003,30,1,0.0039,39,0.0107,107,,,,,,,,,,,,,
1225,0,0.0079,79,0.0045,45,1,0.0046,46,0.0124,124,,,,,,,,,,,,,
1226,0,0.0051,51,0.0038,38,1,0.0031,31,0.0107,107,,,,,,,,,,,,,
1227,0,0.0066,66,0.0052,52,1,0.0033,33,0.0157,157,,,,,,,,,,,,,
1228,0,0.0081,81,0.0051,51,1,0.0034,34,0.0151,151,,,,,,,,,,,,,
1229,0,0.0067,67,0.0031,31,1,0.0035,35,0.0113,113,,,,,,,,,,,,,
1230,0,0.0052,52,0.0042,42,1,0.0031,31,0.0118,118,,,,,,,,,,,,,
1231,0,0.0067,67,0.0042,42,1,0.004,40,0.0121,121,,,,,,,,,,,,,
1232,0,0.0081,81,0.0029,29,1,0.0046,46,0.0115,115,,,,,,,,,,,,,
1233,0,0.0054,54,0.0032,32,1,0.0027,27,0.0109,109,,,,,,,,,,,,,
1234,0,0.0045,45,0.0032,32,1,0.0023,23,0.0108,108,,,,,,,,,,,,,
1235,0,0.0069,69,0.0049,49,1,0.0028,28,0.0135,135,,,,,,,,,,,,,
1236,0,0.0063,63,0.0039,39,1,0.0033,33,0.0117,117,,,,,,,,,,,,,
1237,0,0.0048,48,0.0038,38,1,0.0018,18,0.0122,122,,,,,,,,,,,,,
1238,0,0.0069,69,0.0042,42,1,0.004,40,0.0125,125,,,,,,,,,,,,,
1239,0,0.0069,69,0.005,50,1,0.0031,31,0.0126,126,,,,,,,,,,,,,
1240,0,0.0054,54,0.0039,39,1,0.0028,28,0.0126,126,,,,,,,,,,,,,
1241,0,0.0063,63,0.0041,41,1,0.0032,32,0.0117,117,,,,,,,,,,,,,
1242,0,0.0048,48,0.0027,27,1,0.0021,21,0.0098,98,,,,,,,,,,,,,
1243,0,0.0063,63,0.0043,43,1,0.003,30,0.0129,129,,,,,,,,,,,,,
1244,0,0.0049,49,0.0041,41,1,0.0027,27,0.0121,121,,,,,,,,,,,,,
1245,0,0.0068,68,0.0029,29,1,0.0038,38,0.0108,108,,,,,,,,,,,,,
1246,0,0.0072,72,0.0043,43,1,0.0034,34,0.0132,132,,,,,,,,,,,,,
1247,0,0.0057,57,0.0035,35,1,0.0033,33,0.012,120,,,,,,,,,,,,,
1248,0,0.0054,54,0.0037,37,1,0.0031,31,0.0114,114,,,,,,,,,,,,,
1249,0,0.0069,69,0.0031,31,1,0.0037,37,0.0119,119,,,,,,,,,,,,,
