10000,,,,,,,,,,,,,,,,,,,,,,,
No.,Channel Reserved,,Dropped Call,,Blocked Call,Channel Reserved,,Dropped Call,,Blocked Call,,,,,,,,,,,,,
0,0,0.0052,52,0.003,30,1,0.0029,29,0.0103,103,37.7294,,,,,,,,,,,,
1,0,0.0067,67,0.005,50,1,0.0038,38,0.0121,121,61.3324,,,,Scheme,average No. of dropped call,average No. of blocked call,standard deviation of No. of dropped call,standard deviation of No. of blocked call,average % of dropped call rate,average % of blocked call rate,"standard
deviation
% Drop Call
Rate","standard
deviation
% Block Call
Rate"
5324,0,0.0042,42,0.0032,32,1,0.0024,24,0.01,100,,,,,,,,,,,,,
5325,0,0.0076,76,0.0038,38,1,0.0047,47,0.0105,105,,,,,,,,,,,,,
5326,0,0.0069,69,0.0042,42,1,0.0037,37,0.0123,123,,,,,,,,,,,,,
5327,0,0.0062,62,0.0044,44,1,0.0037,37,0.0122,122,,,,,,,,,,,,,
5328,0,0.0063,63,0.0039,39,1,0.0021,21,0.0144,144,,,,,,,,,,,,,
5329,0,0.0071,71,0.0039,39,1,0.0038,38,0.0123,123,,,,,,,,,,,,,
5330,0,0.0037,37,0.0028,28,1,0.0018,18,0.0089,89,,,,,,,,,,,,,
5331,0,0.0057,57,0.0039,39,1,0.0029,29,0.0125,125,,,,,,,,,,,,,
5332,0,0.0074,74,0.0038,38,1,0.0038,38,0.0133,133,,,,,,,,,,,,,
5333,0,0.0061,61,0.0033,33,1,0.0028,28,0.0127,127,,,,,,,,,,,,,
5334,0,0.0053,53,0.0037,37,1,0.0024,24,0.0109,109,,,,,,,,,,,,,
5335,0,0.0061,61,0.0033,33,1,0.003,30,0.012,120,,,,,,,,,,,,,
5336,0,0.0056,56,0.0045,45,1,0.003,30,0.0119,119,,,,,,,,,,,,,
5337,0,0.0058,58,0.0031,31,1,0.003,30,0.0119,119,,,,,,,,,,,,,
5338,0,0.0072,72,0.0041,41,1,0.0026,26,0.0139,139,,,,,,,,,,,,,
5339,0,0.0074,74,0.0052,52,1,0.004,40,0.0134,134,,,,,,,,,,,,,
5340,0,0.0058,58,0.0041,41,1,0.0036,36,0.0106,106,,,,,,,,,,,,,
5341,0,0.006,60,0.0054,54,1,0.0018,18,0.0148,148,,,,,,,,,,,,,
5342,0,0.0078,78,0.0034,34,1,0.0045,45,0.0114,114,,,,,,,,,,,,,
5343,0,0.0046,46,0.0033,33,1,0.0022,22,0.0115,115,,,,,,,,,,,,,
5344,0,0.0058,58,0.0027,27,1,0.0021,21,0.01,100,,,,,,,,,,,,,
5345,0,0.0046,46,0.0031,31,1,0.0027,27,0.0097,97,,,,,,,,,,,,,
5346,0,0.0069,69,0.0033,33,1,0.0034,34,0.0106,106,,,,,,,,,,,,,
5347,0,0.0057,57,0.0029,29,1,0.0033,33,0.0096,96,,,,,,,,,,,,,
5348,0,0.007,70,0.0046,46,1,0.0036,36,0.0139,139,,,,,,,,,,,,,
5349,0,0.0065,65,0.0035,35,1,0.0038,38,0.0113,113,,,,,,,,,,,,,
5350,0,0.0068,68,0.0047,47,1,0.0039,39,0.0132,132,,,,,,,,,,,,,
5351,0,0.0063,63,0.0035,35,1,0.0032,32,0.0117,117,,,,,,,,,,,,,
5352,0,0.0075,75,0.0049,49,1,0.0039,39,0.0137,137,,,,,,,,,,,,,
5353,0,0.0052,52,0.0039,39,1,0.0027,27,0.012,120,,,,,,,,,,,,,
5354,0,0.0093,93,0.0046,46,1,0.0048,48,0.0131,131,,,,,,,,,,,,,
5355,0,0.0063,63,0.004,40,1,0.0039,39,0.0115,115,,,,,,,,,,,,,
5356,0,0.006,60,0.0032,32,1,0.0026,26,0.011,110,,,,,,,,,,,,,
5357,0,0.0042,42,0.0039,39,1,0.0027,27,0.0115,115,,,,,,,,,,,,,
5358,0,0.0059,59,0.0057,57,1,0.0028,28,0.0142,142,,,,,,,,,,,,,
5359,0,0.0063,63,0.0045,45,1,0.0026,26,0.0134,134,,,,,,,,,,,,,
5360,0,0.0066,66,0.0036,36,1,0.0037,37,0.0132,132,,,,,,,,,,,,,
5361,0,0.0057,57,0.0042,42,1,0.0025,25,0.0122,122,,,,,,,,,,,,,
5362,0,0.0065,65,0.0032,32,1,0.0043,43,0.0106,106,,,,,,,,,,,,,
5363,0,0.0051,51,0.0035,35,1,0.0025,25,0.0115,115,,,,,,,,,,,,,
5364,0,0.0075,75,0.0035,35,1,0.004,40,0.0113,113,,,,,,,,,,,,,
5365,0,0.0075,75,0.0053,53,1,0.0033,33,0.0134,134,,,,,,,,,,,,,
5366,0,0.0073,73,0.0043,43,1,0.0033,33,0.0136,136,,,,,,,,,,,,,
5367,0,0.0035,35,0.0018,18,1,0.002,20,0.0071,71,,,,,,,,,,,,,
5368,0,0.0056,56,0.0035,35,1,0.003,30,0.0111,111,,,,,,,,,,,,,
5369,0,0.0066,66,0.0038,38,1,0.0031,31,0.0132,132,,,,,,,,,,,,,
5370,0,0.0061,61,0.0031,31,1,0.0035,35,0.0098,98,,,,,,,,,,,,,
5371,0,0.0067,67,0.0032,32,1,0.004,40,0.0103,103,,,,,,,,,,,,,
5372,0,0.0059,59,0.0037,37,1,0.0029,29,0.0122,122,,,,,,,,,,,,,
5373,0,0.0072,72,0.0039,39,1,0.0047,47,0.0119,119,,,,,,,,,,,,,
5374,0,0.0055,55,0.0033,33,1,0.0041,41,0.0104,104,,,,,,,,,,,,,
5375,0,0.005,50,0.0033,33,1,0.0026,26,0.0104,104,,,,,,,,,,,,,
5376,0,0.0073,73,0.005,50,1,0.0036,36,0.0147,147,,,,,,,,,,,,,
5377,0,0.0086,86,0.0043,43,1,0.0044,44,0.0132,132,,,,,,,,,,,,,
5378,0,0.0046,46,0.004,40,1,0.0025,25,0.0109,109,,,,,,,,,,,,,
5379,0,0.0055,55,0.0049,49,1,0.0027,27,0.0113,113,,,,,,,,,,,,,
5380,0,0.0074,74,0.0046,46,1,0.0051,51,0.0113,113,,,,,,,,,,,,,
5381,0,0.0054,54,0.0033,33,1,0.003,30,0.0106,106,,,,,,,,,,,,,
5382,0,0.0056,56,0.0029,29,1,0.0026,26,0.0106,106,,,,,,,,,,,,,
5383,0,0.0052,52,0.0047,47,1,0.0016,16,0.0142,142,,,,,,,,,,,,,
5384,0,0.0075,75,0.0035,35,1,0.0047,47,0.011,110,,,,,,,,,,,,,
5385,0,0.0057,57,0.0019,19,1,0.0035,35,0.0081,81,,,,,,,,,,,,,
5386,0,0.006,60,0.0033,33,1,0.003,30,0.0112,112,,,,,,,,,,,,,
5387,0,0.0067,67,0.0043,43,1,0.0036,36,0.0123,123,,,,,,,,,,,,,
5388,0,0.0064,64,0.0044,44,1,0.0036,36,0.0126,126,,,,,,,,,,,,,
5389,0,0.0053,53,0.0028,28,1,0.0029,29,0.0105,105,,,,,,,,,,,,,
5390,0,0.0064,64,0.0033,33,1,0.0036,36,0.0114,114,,,,,,,,,,,,,
5391,0,0.0057,57,0.0041,41,1,0.0024,24,0.0131,131,,,,,,,,,,,,,
5392,0,0.0052,52,0.0028,28,1,0.0022,22,0.0107,107,,,,,,,,,,,,,
5393,0,0.0052,52,0.0028,28,1,0.0022,22,0.0105,105,,,,,,,,,,,,,
5394,0,0.0064,64,0.0034,34,1,0.0039,39,0.0109,109,,,,,,,,,,,,,
5395,0,0.0065,65,0.0029,29,1,0.0038,38,0.0119,119,,,,,,,,,,,,,
5396,0,0.0069,69,0.0036,36,1,0.0041,41,0.012,120,,,,,,,,,,,,,
5397,0,0.0064,64,0.0036,36,1,0.0029,29,0.0111,111,,,,,,,,,,,,,
5398,0,0.0049,49,0.0042,42,1,0.0026,26,0.0126,126,,,,,,,,,,,,,
5399,0,0.0065,65,0.004,40,1,0.0041,41,0.0123,123,,,,,,,,,,,,,
5400,0,0.0042,42,0.0032,32,1,0.0022,22,0.0105,105,,,,,,,,,,,,,
5401,0,0.0071,71,0.0046,46,1,0.0032,32,0.0138,138,,,,,,,,,,,,,
5402,0,0.0061,61,0.0048,48,1,0.0035,35,0.0129,129,,,,,,,,,,,,,
5403,0,0.0048,48,0.0035,35,1,0.0021,21,0.0115,115,,,,,,,,,,,,,
5404,0,0.0075,75,0.004,40,1,0.0035,35,0.0148,148,,,,,,,,,,,,,
5405,0,0.0062,62,0.0055,55,1,0.0031,31,0.0138,138,,,,,,,,,,,,,
5406,0,0.0047,47,0.0025,25,1,0.0025,25,0.0111,111,,,,,,,,,,,,,
5407,0,0.0047,47,0.0041,41,1,0.0022,22,0.011,110,,,,,,,,,,,,,
5408,0,0.006,60,0.0043,43,1,0.0034,34,0.0112,112,,,,,,,,,,,,,
5409,0,0.0047,47,0.0042,42,1,0.0019,19,0.0113,113,,,,,,,,,,,,,
5410,0,0.0072,72,0.005,50,1,0.0036,36,0.0143,143,,,,,,,,,,,,,
5411,0,0.0073,73,0.0052,52,1,0.0037,37,0.0134,134,,,,,,,,,,,,,
5412,0,0.0065,65,0.0043,43,1,0.0033,33,0.0118,118,,,,,,,,,,,,,
5413,0,0.0061,61,0.004,40,1,0.0035,35,0.0107,107,,,,,,,,,,,,,
5414,0,0.006,60,0.0022,22,1,0.0043,43,0.0084,84,,,,,,,,,,,,,
5415,0,0.0072,72,0.0045,45,1,0.0042,42,0.0132,132,,,,,,,,,,,,,
5416,0,0.0043,43,0.0037,37,1,0.0021,21,0.0105,105,,,,,,,,,,,,,
5417,0,0.0052,52,0.0029,29,1,0.0025,25,0.0109,109,,,,,,,,,,,,,
5418,0,0.0067,67,0.0032,32,1,0.0034,34,0.0118,118,,,,,,,,,,,,,
5419,0,0.0065,65,0.0041,41,1,0.0033,33,0.0118,118,,,,,,,,,,,,,
5420,0,0.0092,92,0.0048,48,1,0.0048,48,0.0144,144,,,,,,,,,,,,,
5421,0,0.0076,76,0.0042,42,1,0.0038,38,0.0123,123,,,,,,,,,,,,,
5422,0,0.0072,72,0.0038,38,1,0.0036,36,0.0129,129,,,,,,,,,,,,,
5423,0,0.0072,72,0.0053,53,1,0.0042,42,0.0136,136,,,,,,,,,,,,,
5424,0,0.0077,77,0.0041,41,1,0.004,40,0.0132,132,,,,,,,,,,,,,
5425,0,0.0048,48,0.0036,36,1,0.0027,27,0.0106,106,,,,,,,,,,,,,
5426,0,0.0045,45,0.0026,26,1,0.0019,19,0.0106,106,,,,,,,,,,,,,
5427,0,0.0053,53,0.0022,22,1,0.0028,28,0.0087,87,,,,,,,,,,,,,
5428,0,0.0051,51,0.0035,35,1,0.0035,35,0.0102,102,,,,,,,,,,,,,
5429,0,0.0062,62,0.0037,37,1,0.0039,39,0.0121,121,,,,,,,,,,,,,
5430,0,0.0058,58,0.0044,44,1,0.0026,26,0.0134,134,,,,,,,,,,,,,
5431,0,0.0083,83,0.0035,35,1,0.0038,38,0.0119,119,,,,,,,,,,,,,
5432,0,0.0064,64,0.0042,42,1,0.0035,35,0.0116,116,,,,,,,,,,,,,
5433,0,0.0066,66,0.0049,49,1,0.0034,34,0.0128,128,,,,,,,,,,,,,
5434,0,0.0063,63,0.0032,32,1,0.0037,37,0.0106,106,,,,,,,,,,,,,
5435,0,0.0055,55,0.0037,37,1,0.0031,31,0.0118,118,,,,,,,,,,,,,
5436,0,0.006,60,0.0034,34,1,0.0027,27,0.0109,109,,,,,,,,,,,,,
5437,0,0.0057,57,0.0032,32,1,0.0029,29,0.01,100,,,,,,,,,,,,,
5438,0,0.0052,52,0.0023,23,1,0.0035,35,0.0086,86,,,,,,,,,,,,,
5439,0,0.0075,75,0.0043,43,1,0.0037,37,0.0141,141,,,,,,,,,,,,,
5440,0,0.0056,56,0.0036,36,1,0.0039,39,0.0088,88,,,,,,,,,,,,,
5441,0,0.0065,65,0.0044,44,1,0.0032,32,0.0129,129,,,,,,,,,,,,,
5442,0,0.0049,49,0.0029,29,1,0.0022,22,0.0098,98,,,,,,,,,,,,,
5443,0,0.0064,64,0.0031,31,1,0.0037,37,0.0114,114,,,,,,,,,,,,,
5444,0,0.0075,75,0.0051,51,1,0.0041,41,0.0149,149,,,,,,,,,,,,,
5445,0,0.0071,71,0.0033,33,1,0.0046,46,0.0101,101,,,,,,,,,,,,,
5446,0,0.0052,52,0.0037,37,1,0.0028,28,0.011,110,,,,,,,,,,,,,
5447,0,0.0074,74,0.0046,46,1,0.0037,37,0.0136,136,,,,,,,,,,,,,
5448,0,0.0045,45,0.0029,29,1,0.0027,27,0.0109,109,,,,,,,,,,,,,
5449,0,0.0078,78,0.0046,46,1,0.0044,44,0.0114,114,,,,,,,,,,,,,
5450,0,0.0046,46,0.0039,39,1,0.0018,18,0.0114,114,,,,,,,,,,,,,
5451,0,0.0076,76,0.0042,42,1,0.0042,42,0.0128,128,,,,,,,,,,,,,
5452,0,0.006,60,0.0046,46,1,0.0039,39,0.0125,125,,,,,,,,,,,,,
5453,0,0.0098,98,0.006,60,1,0.0044,44,0.017,170,,,,,,,,,,,,,
5454,0,0.0067,67,0.005,50,1,0.0035,35,0.014,140,,,,,,,,,,,,,
5455,0,0.0083,83,0.0039,39,1,0.0047,47,0.0141,141,,,,,,,,,,,,,
5456,0,0.0071,71,0.0025,25,1,0.0036,36,0.0097,97,,,,,,,,,,,,,
5457,0,0.0072,72,0.0039,39,1,0.0035,35,0.0131,131,,,,,,,,,,,,,
5458,0,0.0047,47,0.0047,47,1,0.0018,18,0.0117,117,,,,,,,,,,,,,
5459,0,0.007,70,0.0033,33,1,0.0037,37,0.0122,122,,,,,,,,,,,,,
5460,0,0.0064,64,0.004,40,1,0.0039,39,0.0144,144,,,,,,,,,,,,,
5461,0,0.0065,65,0.0038,38,1,0.0039,39,0.0113,113,,,,,,,,,,,,,
5462,0,0.0058,58,0.0034,34,1,0.0033,33,0.0098,98,,,,,,,,,,,,,
5463,0,0.0049,49,0.0034,34,1,0.002,20,0.0123,123,,,,,,,,,,,,,
5464,0,0.0078,78,0.0038,38,1,0.0042,42,0.0124,124,,,,,,,,,,,,,
5465,0,0.0062,62,0.0037,37,1,0.003,30,0.0112,112,,,,,,,,,,,,,
5466,0,0.0054,54,0.0029,29,1,0.0032,32,0.0097,97,,,,,,,,,,,,,
5467,0,0.0067,67,0.0044,44,1,0.0026,26,0.0129,129,,,,,,,,,,,,,
5468,0,0.0065,65,0.0045,45,1,0.0032,32,0.0119,119,,,,,,,,,,,,,
5469,0,0.008,80,0.0025,25,1,0.0043,43,0.0118,118,,,,,,,,,,,,,
5470,0,0.0059,59,0.0038,38,1,0.0035,35,0.0112,112,,,,,,,,,,,,,
5471,0,0.0064,64,0.0039,39,1,0.0039,39,0.0115,115,,,,,,,,,,,,,
5472,0,0.0067,67,0.0039,39,1,0.0036,36,0.0115,115,,,,,,,,,,,,,
5473,0,0.0064,64,0.0038,38,1,0.0031,31,0.0117,117,,,,,,,,,,,,,
5474,0,0.0067,67,0.0034,34,1,0.0042,42,0.0113,113,,,,,,,,,,,,,
5475,0,0.004,40,0.003,30,1,0.0021,21,0.0088,88,,,,,,,,,,,,,
5476,0,0.0084,84,0.0053,53,1,0.0043,43,0.0155,155,,,,,,,,,,,,,
5477,0,0.0053,53,0.0037,37,1,0.0022,22,0.0122,122,,,,,,,,,,,,,
5478,0,0.0062,62,0.0036,36,1,0.0028,28,0.0134,134,,,,,,,,,,,,,
5479,0,0.0057,57,0.0034,34,1,0.0029,29,0.0097,97,,,,,,,,,,,,,
5480,0,0.0064,64,0.0039,39,1,0.0036,36,0.0121,121,,,,,,,,,,,,,
5481,0,0.0074,74,0.0038,38,1,0.0028,28,0.0138,138,,,,,,,,,,,,,
5482,0,0.0057,57,0.0044,44,1,0.0028,28,0.0125,125,,,,,,,,,,,,,
5483,0,0.0064,64,0.0052,52,1,0.0033,33,0.0138,138,,,,,,,,,,,,,
5484,0,0.0063,63,0.0035,35,1,0.0034,34,0.0101,101,,,,,,,,,,,,,
5485,0,0.0085,85,0.0046,46,1,0.0045,45,0.0131,131,,,,,,,,,,,,,
5486,0,0.0089,89,0.0039,39,1,0.0046,46,0.0141,141,,,,,,,,,,,,,
5487,0,0.0054,54,0.004,40,1,0.0026,26,0.0114,114,,,,,,,,,,,,,
5488,0,0.0059,59,0.0037,37,1,0.0024,24,0.0112,112,,,,,,,,,,,,,
5489,0,0.0044,44,0.0029,29,1,0.0014,14,0.0112,112,,,,,,,,,,,,,
5490,0,0.0044,44,0.0035,35,1,0.0022,22,0.011,110,,,,,,,,,,,,,
5491,0,0.0058,58,0.0043,43,1,0.0035,35,0.0135,135,,,,,,,,,,,,,
5492,0,0.0039,39,0.0026,26,1,0.0022,22,0.0087,87,,,,,,,,,,,,,
5493,0,0.0088,88,0.0042,42,1,0.0048,48,0.0135,135,,,,,,,,,,,,,
5494,0,0.0046,46,0.0033,33,1,0.0028,28,0.0109,109,,,,,,,,,,,,,
5495,0,0.0064,64,0.0037,37,1,0.0042,42,0.0107,107,,,,,,,,,,,,,
5496,0,0.004,40,0.0031,31,1,0.0028,28,0.0092,92,,,,,,,,,,,,,
5497,0,0.0075,75,0.004,40,1,0.0041,41,0.0123,123,,,,,,,,,,,,,
5498,0,0.0064,64,0.0036,36,1,0.0034,34,0.0114,114,,,,,,,,,,,,,
5499,0,0.0036,36,0.0034,34,1,0.0023,23,0.0111,111,,,,,,,,,,,,,
5500,0,0.0059,59,0.0028,28,1,0.0027,27,0.0099,99,,,,,,,,,,,,,
5501,0,0.0071,71,0.0043,43,1,0.0039,39,0.0137,137,,,,,,,,,,,,,
5502,0,0.0061,61,0.0043,43,1,0.003,30,0.0133,133,,,,,,,,,,,,,
5503,0,0.0055,55,0.0036,36,1,0.0028,28,0.0105,105,,,,,,,,,,,,,
5504,0,0.0064,64,0.0039,39,1,0.003,30,0.0136,136,,,,,,,,,,,,,
5505,0,0.0059,59,0.0039,39,1,0.0035,35,0.0121,121,,,,,,,,,,,,,
5506,0,0.0073,73,0.0053,53,1,0.0039,39,0.0127,127,,,,,,,,,,,,,
5507,0,0.0064,64,0.0029,29,1,0.0037,37,0.0104,104,,,,,,,,,,,,,
5508,0,0.004,40,0.0024,24,1,0.0028,28,0.008,80,,,,,,,,,,,,,
5509,0,0.0081,81,0.0053,53,1,0.0045,45,0.0144,144,,,,,,,,,,,,,
5510,0,0.0058,58,0.005,50,1,0.0029,29,0.0141,141,,,,,,,,,,,,,
5511,0,0.0058,58,0.0022,22,1,0.0032,32,0.0102,102,,,,,,,,,,,,,
5512,0,0.0066,66,0.0035,35,1,0.0033,33,0.0129,129,,,,,,,,,,,,,
5513,0,0.01,100,0.0055,55,1,0.0054,54,0.0158,158,,,,,,,,,,,,,
5514,0,0.0065,65,0.0035,35,1,0.0027,27,0.0133,133,,,,,,,,,,,,,
5515,0,0.0059,59,0.0041,41,1,0.0036,36,0.0118,118,,,,,,,,,,,,,
5516,0,0.0055,55,0.003,30,1,0.003,30,0.0113,113,,,,,,,,,,,,,
5517,0,0.0069,69,0.0026,26,1,0.004,40,0.0099,99,,,,,,,,,,,,,
5518,0,0.006,60,0.0038,38,1,0.0029,29,0.0125,125,,,,,,,,,,,,,
5519,0,0.0064,64,0.0047,47,1,0.0035,35,0.013,130,,,,,,,,,,,,,
5520,0,0.005,50,0.0046,46,1,0.0025,25,0.0113,113,,,,,,,,,,,,,
5521,0,0.0064,64,0.0029,29,1,0.0027,27,0.0104,104,,,,,,,,,,,,,
5522,0,0.0055,55,0.0045,45,1,0.0027,27,0.0126,126,,,,,,,,,,,,,
5523,0,0.005,50,0.0022,22,1,0.0021,21,0.0099,99,,,,,,,,,,,,,
5524,0,0.0059,59,0.0047,47,1,0.003,30,0.0132,132,,,,,,,,,,,,,
5525,0,0.0078,78,0.0043,43,1,0.0051,51,0.0121,121,,,,,,,,,,,,,
5526,0,0.0052,52,0.0041,41,1,0.003,30,0.0127,127,,,,,,,,,,,,,
5527,0,0.0071,71,0.0042,42,1,0.0036,36,0.0113,113,,,,,,,,,,,,,
5528,0,0.0059,59,0.0027,27,1,0.0028,28,0.0094,94,,,,,,,,,,,,,
5529,0,0.006,60,0.0033,33,1,0.0036,36,0.011,110,,,,,,,,,,,,,
5530,0,0.0048,48,0.0032,32,1,0.0029,29,0.0095,95,,,,,,,,,,,,,
5531,0,0.0068,68,0.0047,47,1,0.0033,33,0.0142,142,,,,,,,,,,,,,
5532,0,0.0066,66,0.0037,37,1,0.0027,27,0.0133,133,,,,,,,,,,,,,
5533,0,0.0044,44,0.0037,37,1,0.0023,23,0.0103,103,,,,,,,,,,,,,
5534,0,0.0045,45,0.0037,37,1,0.0026,26,0.0106,106,,,,,,,,,,,,,
5535,0,0.0053,53,0.0029,29,1,0.003,30,0.0107,107,,,,,,,,,,,,,
5536,0,0.0065,65,0.0025,25,1,0.0032,32,0.0115,115,,,,,,,,,,,,,
5537,0,0.0051,51,0.003,30,1,0.0024,24,0.0116,116,,,,,,,,,,,,,
5538,0,0.0068,68,0.0026,26,1,0.0032,32,0.0106,106,,,,,,,,,,,,,
5539,0,0.0066,66,0.0047,47,1,0.0038,38,0.0122,122,,,,,,,,,,,,,
5540,0,0.0072,72,0.0043,43,1,0.0044,44,0.0132,132,,,,,,,,,,,,,
5541,0,0.0032,32,0.0018,18,1,0.0022,22,0.0075,75,,,,,,,,,,,,,
5542,0,0.0078,78,0.0038,38,1,0.0037,37,0.0142,142,,,,,,,,,,,,,
5543,0,0.0067,67,0.0036,36,1,0.0032,32,0.0127,127,,,,,,,,,,,,,
5544,0,0.0075,75,0.0044,44,1,0.0047,47,0.0108,108,,,,,,,,,,,,,
5545,0,0.0067,67,0.0026,26,1,0.0035,35,0.0093,93,,,,,,,,,,,,,
5546,0,0.0062,62,0.0037,37,1,0.0029,29,0.0113,113,,,,,,,,,,,,,
5547,0,0.0066,66,0.0028,28,1,0.0036,36,0.0112,112,,,,,,,,,,,,,
5548,0,0.0055,55,0.0038,38,1,0.0025,25,0.0123,123,,,,,,,,,,,,,
5549,0,0.0081,81,0.0058,58,1,0.0051,51,0.0142,142,,,,,,,,,,,,,
5550,0,0.0062,62,0.0044,44,1,0.0034,34,0.0132,132,,,,,,,,,,,,,
5551,0,0.0051,51,0.0027,27,1,0.0033,33,0.0092,92,,,,,,,,,,,,,
5552,0,0.0058,58,0.0031,31,1,0.0031,31,0.0112,112,,,,,,,,,,,,,
5553,0,0.0075,75,0.004,40,1,0.0038,38,0.0122,122,,,,,,,,,,,,,
5554,0,0.0075,75,0.0049,49,1,0.0052,52,0.0132,132,,,,,,,,,,,,,
5555,0,0.005,50,0.0035,35,1,0.0024,24,0.0119,119,,,,,,,,,,,,,
5556,0,0.0046,46,0.0038,38,1,0.0022,22,0.0107,107,,,,,,,,,,,,,
5557,0,0.0052,52,0.0041,41,1,0.0021,21,0.013,130,,,,,,,,,,,,,
5558,0,0.007,70,0.0048,48,1,0.003,30,0.0145,145,,,,,,,,,,,,,
5559,0,0.007,70,0.0031,31,1,0.0038,38,0.0104,104,,,,,,,,,,,,,
5560,0,0.0045,45,0.0027,27,1,0.0024,24,0.0087,87,,,,,,,,,,,,,
5561,0,0.0065,65,0.0031,31,1,0.0034,34,0.0104,104,,,,,,,,,,,,,
5562,0,0.0057,57,0.0036,36,1,0.0031,31,0.0111,111,,,,,,,,,,,,,
5563,0,0.0075,75,0.0048,48,1,0.0042,42,0.0129,129,,,,,,,,,,,,,
5564,0,0.0063,63,0.0042,42,1,0.003,30,0.0133,133,,,,,,,,,,,,,
5565,0,0.0038,38,0.0036,36,1,0.002,20,0.0105,105,,,,,,,,,,,,,
5566,0,0.0089,89,0.0052,52,1,0.0053,53,0.0145,145,,,,,,,,,,,,,
5567,0,0.0065,65,0.0037,37,1,0.004,40,0.0125,125,,,,,,,,,,,,,
5568,0,0.0042,42,0.004,40,1,0.0026,26,0.0115,115,,,,,,,,,,,,,
5569,0,0.0071,71,0.0035,35,1,0.0043,43,0.0112,112,,,,,,,,,,,,,
5570,0,0.0068,68,0.0042,42,1,0.0032,32,0.0141,141,,,,,,,,,,,,,
5571,0,0.0051,51,0.0041,41,1,0.0033,33,0.0115,115,,,,,,,,,,,,,
5572,0,0.0058,58,0.0041,41,1,0.0034,34,0.0125,125,,,,,,,,,,,,,
5573,0,0.0049,49,0.0029,29,1,0.0017,17,0.0118,118,,,,,,,,,,,,,
5574,0,0.0058,58,0.0037,37,1,0.0029,29,0.0106,106,,,,,,,,,,,,,
5575,0,0.0061,61,0.0036,36,1,0.0026,26,0.0136,136,,,,,,,,,,,,,
5576,0,0.0061,61,0.0038,38,1,0.0033,33,0.013,130,,,,,,,,,,,,,
5577,0,0.0053,53,0.0024,24,1,0.0025,25,0.0089,89,,,,,,,,,,,,,
5578,0,0.0032,32,0.002,20,1,0.0014,14,0.0087,87,,,,,,,,,,,,,
5579,0,0.0051,51,0.0027,27,1,0.0035,35,0.0081,81,,,,,,,,,,,,,
5580,0,0.0052,52,0.003,30,1,0.0029,29,0.0103,103,,,,,,,,,,,,,
5581,0,0.0057,57,0.0044,44,1,0.0028,28,0.013,130,,,,,,,,,,,,,
5582,0,0.0065,65,0.0041,41,1,0.003,30,0.0139,139,,,,,,,,,,,,,
5583,0,0.0055,55,0.0041,41,1,0.0023,23,0.012,120,,,,,,,,,,,,,
5584,0,0.0048,48,0.0036,36,1,0.0022,22,0.0112,112,,,,,,,,,,,,,
5585,0,0.007,70,0.0032,32,1,0.0035,35,0.0117,117,,,,,,,,,,,,,
5586,0,0.0068,68,0.0036,36,1,0.0038,38,0.0121,121,,,,,,,,,,,,,
5587,0,0.0038,38,0.0039,39,1,0.0017,17,0.0108,108,,,,,,,,,,,,,
5588,0,0.0056,56,0.0033,33,1,0.0041,41,0.0106,106,,,,,,,,,,,,,
5589,0,0.0054,54,0.0035,35,1,0.0028,28,0.0103,103,,,,,,,,,,,,,
5590,0,0.0062,62,0.0036,36,1,0.0029,29,0.0115,115,,,,,,,,,,,,,
5591,0,0.0067,67,0.003,30,1,0.0032,32,0.0121,121,,,,,,,,,,,,,
5592,0,0.0073,73,0.0041,41,1,0.0043,43,0.0124,124,,,,,,,,,,,,,
5593,0,0.0063,63,0.0045,45,1,0.0025,25,0.0121,121,,,,,,,,,,,,,
5594,0,0.005,50,0.0039,39,1,0.0028,28,0.0117,117,,,,,,,,,,,,,
5595,0,0.0054,54,0.0039,39,1,0.0028,28,0.0109,109,,,,,,,,,,,,,
5596,0,0.007,70,0.0036,36,1,0.0043,43,0.0102,102,,,,,,,,,,,,,
5597,0,0.0061,61,0.0028,28,1,0.0035,35,0.0095,95,,,,,,,,,,,,,
5598,0,0.0058,58,0.0032,32,1,0.0034,34,0.0104,104,,,,,,,,,,,,,
5599,0,0.0069,69,0.0051,51,1,0.0045,45,0.0132,132,,,,,,,,,,,,,
5600,0,0.0061,61,0.0035,35,1,0.0031,31,0.0111,111,,,,,,,,,,,,,
5601,0,0.0046,46,0.0038,38,1,0.0022,22,0.0104,104,,,,,,,,,,,,,
5602,0,0.005,50,0.0042,42,1,0.0025,25,0.0114,114,,,,,,,,,,,,,
5603,0,0.0054,54,0.0027,27,1,0.0025,25,0.0114,114,,,,,,,,,,,,,
5604,0,0.0044,44,0.003,30,1,0.0016,16,0.0108,108,,,,,,,,,,,,,
5605,0,0.0067,67,0.0041,41,1,0.0038,38,0.0124,124,,,,,,,,,,,,,
5606,0,0.0039,39,0.0029,29,1,0.0022,22,0.0096,96,,,,,,,,,,,,,
5607,0,0.0064,64,0.0032,32,1,0.0032,32,0.0122,122,,,,,,,,,,,,,
5608,0,0.0076,76,0.0032,32,1,0.0041,41,0.011,110,,,,,,,,,,,,,
5609,0,0.0063,63,0.0039,39,1,0.0033,33,0.0127,127,,,,,,,,,,,,,
5610,0,0.005,50,0.0044,44,1,0.0026,26,0.0118,118,,,,,,,,,,,,,
