10000
No.,Channel Reserved,Dropped Call,Blocked Call
0,0,24,23,1,12,66
1,0,36,16,1,15,59
2,0,37,19,1,23,70
3,0,38,15,1,20,66
4,0,27,17,1,11,68
5,0,51,25,1,32,79
6,0,42,25,1,27,87
7,0,29,29,1,14,87
8,0,29,22,1,13,70
9,0,32,19,1,14,72
10,0,46,25,1,26,96
11,0,39,27,1,23,91
12,0,30,21,1,13,79
13,0,14,23,1,7,68
14,0,28,24,1,17,75
15,0,25,20,1,15,63
16,0,34,31,1,21,82
17,0,42,12,1,23,60
18,0,34,29,1,21,82
19,0,31,25,1,12,76
20,0,23,16,1,11,55
21,0,24,14,1,8,66
22,0,27,26,1,14,66
23,0,34,27,1,20,74
24,0,37,17,1,18,68
25,0,43,24,1,24,78
26,0,24,20,1,8,81
27,0,29,18,1,13,88
28,0,37,23,1,16,91
29,0,31,12,1,16,62
30,0,41,19,1,20,84
31,0,41,37,1,21,96
32,0,27,25,1,15,75
33,0,40,20,1,21,73
34,0,50,27,1,26,95
35,0,19,13,1,4,59
36,0,40,24,1,23,83
37,0,25,26,1,10,78
38,0,32,21,1,18,77
39,0,25,21,1,12,79
40,0,32,5,1,16,48
41,0,28,20,1,13,64
42,0,32,20,1,19,72
43,0,30,13,1,16,63
44,0,34,25,1,14,82
45,0,35,27,1,16,83
46,0,21,11,1,11,58
47,0,28,22,1,13,72
48,0,33,19,1,18,62
49,0,39,24,1,15,85
50,0,45,22,1,21,81
51,0,29,23,1,20,67
52,0,38,20,1,20,85
53,0,22,11,1,7,48
54,0,35,30,1,15,90
55,0,22,11,1,7,61
56,0,54,29,1,29,95
57,0,21,13,1,8,53
58,0,19,30,1,10,84
59,0,29,20,1,14,73
60,0,27,18,1,13,64
61,0,36,16,1,18,65
62,0,32,30,1,16,78
63,0,31,29,1,14,78
64,0,44,23,1,26,75
65,0,22,18,1,11,67
66,0,36,18,1,19,60
67,0,43,23,1,20,83
68,0,36,13,1,24,55
69,0,27,22,1,15,68
70,0,43,30,1,25,83
71,0,38,39,1,17,96
72,0,46,31,1,25,97
73,0,29,21,1,17,73
74,0,24,15,1,13,70
75,0,29,19,1,16,70
76,0,26,25,1,12,74
77,0,21,20,1,7,58
78,0,40,25,1,18,81
79,0,44,34,1,22,98
80,0,15,15,1,4,46
81,0,23,22,1,11,69
82,0,20,17,1,12,60
83,0,31,18,1,21,72
84,0,32,23,1,13,82
85,0,37,22,1,18,68
86,0,48,25,1,26,86
87,0,49,26,1,23,107
88,0,28,26,1,19,63
89,0,38,24,1,19,72
90,0,30,28,1,14,78
91,0,29,24,1,16,75
92,0,26,15,1,11,65
93,0,36,25,1,18,72
94,0,43,19,1,25,72
95,0,28,16,1,10,70
96,0,27,28,1,14,77
97,0,22,16,1,14,58
98,0,36,22,1,17,74
99,0,28,21,1,19,71
100,0,44,26,1,24,79
101,0,37,29,1,22,76
102,0,59,25,1,32,87
103,0,30,30,1,19,82
104,0,39,17,1,22,68
105,0,30,16,1,20,64
106,0,31,26,1,19,86
107,0,35,28,1,21,81
108,0,16,14,1,8,58
109,0,23,12,1,13,52
110,0,34,16,1,17,66
111,0,28,25,1,12,74
112,0,41,36,1,21,91
113,0,33,18,1,21,74
114,0,29,25,1,14,71
115,0,21,19,1,8,54
116,0,29,18,1,18,62
117,0,29,20,1,15,69
118,0,45,31,1,27,80
119,0,37,20,1,22,71
120,0,30,23,1,14,70
121,0,36,18,1,16,67
122,0,42,21,1,29,68
123,0,34,26,1,21,79
124,0,39,26,1,17,92
125,0,34,18,1,18,72
126,0,32,23,1,15,67
127,0,22,28,1,11,81
128,0,25,16,1,10,55
129,0,26,23,1,15,65
130,0,30,24,1,18,61
131,0,46,27,1,27,86
132,0,39,19,1,18,69
133,0,27,15,1,18,54
134,0,22,20,1,10,63
135,0,33,25,1,16,79
136,0,35,20,1,23,55
137,0,26,14,1,16,57
138,0,33,21,1,20,67
139,0,37,25,1,21,70
140,0,33,24,1,18,82
141,0,35,20,1,22,66
142,0,29,19,1,12,77
143,0,30,31,1,15,83
144,0,18,22,1,13,54
145,0,28,28,1,15,85
146,0,24,16,1,14,55
147,0,36,20,1,21,61
148,0,38,21,1,22,85
149,0,35,24,1,23,65
150,0,35,20,1,18,72
151,0,30,11,1,18,51
152,0,23,17,1,11,62
153,0,29,11,1,15,53
154,0,40,26,1,20,73
155,0,31,20,1,16,76
156,0,40,23,1,20,87
157,0,23,11,1,15,51
158,0,32,27,1,24,83
159,0,38,16,1,20,64
160,0,28,25,1,12,83
161,0,39,17,1,23,62
162,0,28,18,1,20,67
163,0,32,28,1,17,73
164,0,35,24,1,22,57
165,0,41,30,1,24,84
166,0,24,18,1,12,66
167,0,28,13,1,15,55
168,0,37,25,1,20,73
169,0,40,16,1,24,69
170,0,26,18,1,10,84
171,0,42,18,1,25,70
172,0,37,21,1,17,70
173,0,26,13,1,14,53
174,0,38,16,1,18,66
175,0,40,32,1,22,94
176,0,32,23,1,19,70
177,0,32,19,1,15,71
178,0,25,11,1,14,52
179,0,25,21,1,12,77
180,0,49,19,1,20,75
181,0,26,28,1,9,86
182,0,26,13,1,10,54
183,0,33,32,1,15,98
184,0,20,13,1,11,51
185,0,43,22,1,25,78
186,0,26,19,1,16,71
187,0,33,27,1,13,83
188,0,34,25,1,18,79
189,0,48,32,1,25,93
190,0,29,31,1,16,89
191,0,44,30,1,26,85
192,0,31,22,1,15,64
193,0,45,28,1,21,92
194,0,38,18,1,25,63
195,0,37,26,1,21,87
196,0,29,18,1,17,60
197,0,32,23,1,21,69
198,0,27,37,1,12,93
199,0,33,16,1,17,59
200,0,29,10,1,14,53
201,0,22,25,1,15,74
202,0,37,25,1,21,78
203,0,45,19,1,30,67
204,0,41,23,1,24,72
205,0,39,21,1,16,87
206,0,33,27,1,17,72
207,0,31,10,1,21,48
208,0,37,15,1,21,66
209,0,17,23,1,6,72
210,0,32,24,1,19,80
211,0,32,23,1,15,65
212,0,30,16,1,15,63
213,0,24,18,1,14,53
214,0,40,24,1,18,78
215,0,30,20,1,22,77
216,0,26,18,1,13,67
217,0,19,12,1,14,48
218,0,32,24,1,16,79
219,0,34,24,1,18,65
220,0,46,38,1,24,107
221,0,30,12,1,17,53
222,0,42,35,1,19,95
223,0,23,25,1,13,72
224,0,18,19,1,10,60
225,0,26,18,1,16,70
226,0,40,32,1,19,82
227,0,42,20,1,25,74
228,0,35,18,1,22,71
229,0,30,16,1,18,54
230,0,43,21,1,23,69
231,0,19,21,1,12,60
232,0,51,17,1,29,71
233,0,42,25,1,24,82
234,0,55,23,1,29,93
235,0,37,20,1,19,76
236,0,33,17,1,16,57
237,0,29,17,1,13,70
238,0,27,13,1,13,77
239,0,30,18,1,15,65
240,0,23,24,1,12,66
241,0,32,23,1,18,79
242,0,33,18,1,20,67
243,0,39,21,1,19,78
244,0,51,17,1,25,86
245,0,33,19,1,19,73
246,0,29,23,1,15,82
247,0,30,16,1,15,60
248,0,35,25,1,17,84
249,0,33,25,1,17,72
250,0,38,17,1,22,60
251,0,23,19,1,16,58
252,0,39,23,1,19,67
253,0,29,27,1,15,84
254,0,41,26,1,25,89
255,0,21,16,1,9,56
256,0,21,19,1,9,65
257,0,38,21,1,28,69
258,0,50,32,1,27,105
259,0,26,14,1,13,58
260,0,43,25,1,23,67
261,0,23,15,1,11,67
262,0,39,24,1,23,83
263,0,31,22,1,18,61
264,0,36,13,1,23,66
265,0,34,24,1,18,74
266,0,33,17,1,18,79
267,0,25,21,1,11,69
268,0,33,20,1,17,72
269,0,31,25,1,12,85
270,0,38,17,1,20,72
271,0,32,33,1,20,93
272,0,34,24,1,15,73
273,0,34,12,1,20,66
